Date Opened,Time Opened,Opening Price,Legs,Premium,Closing Price,Date Closed,Time Closed,Avg. Closing Cost,Reason For Close,P/L,P/L %,No. of Contracts,Funds at Close,Margin Req.,Underlying,Strategy,Opening Commissions + Fees,Closing Commissions + Fees,Opening Short/Long Ratio,Closing Short/Long Ratio,Gap,Movement,Max Profit,Max Loss
2026-02-06,11:10:00,6893.44,1 Feb 6 6815 P STO 1.75 | 1 Feb 6 6715 P BTO 0.25,150,6932.3,2026-02-06,16:00:00,0,Expired,147.72,98.48,1,1002970.08,9850,SPX,EMA-V: puts,2.28,0.0,7.0,1.0,18.34,76.7,100.0,0.0
2026-02-06,10:43:00,6887.04,1 Feb 6 6795 P STO 1.85 | 1 Feb 6 6695 P BTO 0.30,155,6932.3,2026-02-06,16:00:00,0,Expired,152.72,98.52903225806452,1,1003300.52,9845,SPX,EMA-V: puts,2.28,0.0,6.167,1.0,18.34,70.3,100.0,-80.65
2026-02-05,15:49:00,6787.67,1 Feb 5 6800 C STO 1.60 | 1 Feb 5 6900 C BTO 0.05,155,6789.52,2026-02-05,15:51:00,325,Stop Loss,-174.56,-112.61935483870968,1,998275.76,9845,SPX,EMA-V:  calls,2.28,2.28,32.0,23.0,-45.33,-49.72,0.0,-148.39
2026-02-05,15:40:00,6798.1,1 Feb 5 6815 C STO 1.55 | 1 Feb 5 6915 C BTO 0.05,150,6798.4,2026-02-05,16:00:00,0,Expired,147.72,98.48,1,998423.48,9850,SPX,EMA-V:  calls,2.28,0.0,31.0,1.0,-45.33,-39.29,100.0,-33.33
2026-02-05,15:31:00,6801.72,1 Feb 5 6825 C STO 1.50 | 1 Feb 5 6925 C BTO 0.05,145,6798.4,2026-02-05,16:00:00,0,Expired,142.72,98.42758620689656,1,999517.52,9855,SPX,EMA-V:  calls,2.28,0.0,30.0,1.0,-45.33,-35.67,100.0,0.0
2026-02-05,15:22:00,6804.2,1 Feb 5 6830 C STO 1.40 | 1 Feb 5 6930 C BTO 0.05,135,6798.4,2026-02-05,16:00:00,0,Expired,132.72,98.31111111111112,1,998556.2,9865,SPX,EMA-V:  calls,2.28,0.0,28.0,1.0,-45.33,-33.19,100.0,0.0
2026-02-05,14:55:00,6809.02,1 Feb 5 6840 C STO 1.55 | 1 Feb 5 6940 C BTO 0.05,150,6824.85,2026-02-05,15:08:00,315,Stop Loss,-169.56,-113.04,1,998450.32,9850,SPX,EMA-V:  calls,2.28,2.28,31.0,79.0,-45.33,-28.37,6.67,-160.0
2026-02-05,14:28:00,6824.51,1 Feb 5 6790 P STO 1.70 | 1 Feb 5 6690 P BTO 0.05,165,6808.14,2026-02-05,14:33:00,348,Stop Loss,-187.56,-113.67272727272729,1,998619.88,9835,SPX,EMA-V: puts,2.28,2.28,34.0,39.667,-45.33,-12.88,9.09,-260.61
2026-02-05,14:19:00,6831.07,1 Feb 5 6795 P STO 1.75 | 1 Feb 5 6695 P BTO 0.05,170,6817.22,2026-02-05,14:31:00,358,Stop Loss,-192.56,-113.27058823529411,1,998807.44,9830,SPX,EMA-V: puts,2.28,2.28,35.0,69.0,-45.33,-6.32,26.47,-123.53
2026-02-05,14:01:00,6805.59,1 Feb 5 6845 C STO 1.80 | 1 Feb 5 6945 C BTO 0.05,175,6820.43,2026-02-05,14:11:00,365,Stop Loss,-194.56,-111.17714285714288,1,999000.0,9825,SPX,EMA-V:  calls,2.28,2.28,36.0,69.0,-45.33,-31.8,20.0,-105.71
2026-02-05,13:52:00,6803.46,1 Feb 5 6845 C STO 1.85 | 1 Feb 5 6945 C BTO 0.05,180,6820.43,2026-02-05,14:11:00,375,Stop Loss,-199.56,-110.86666666666667,1,999194.56,9820,SPX,EMA-V:  calls,2.28,2.28,37.0,69.0,-45.33,-33.93,22.22,-100.0
2026-02-05,12:58:00,6828.11,1 Feb 5 6760 P STO 1.65 | 1 Feb 5 6660 P BTO 0.10,155,6798.4,2026-02-05,16:00:00,0,Expired,152.72,98.52903225806452,1,999212.08,9845,SPX,EMA-V: puts,2.28,0.0,16.5,1.0,-45.33,-9.28,100.0,-51.61
2026-02-05,12:49:00,6833.28,1 Feb 5 6765 P STO 1.70 | 1 Feb 5 6665 P BTO 0.15,155,6800.62,2026-02-05,13:54:00,328,Stop Loss,-177.56,-114.55483870967744,1,999394.12,9845,SPX,EMA-V: puts,2.28,2.28,11.333,30.5,-45.33,-4.11,19.35,-109.68
2026-02-05,12:40:00,6835.88,1 Feb 5 6770 P STO 1.85 | 1 Feb 5 6670 P BTO 0.10,175,6803.46,2026-02-05,13:52:00,368,Stop Loss,-197.56,-112.89142857142858,1,999739.24,9825,SPX,EMA-V: puts,2.28,2.28,18.5,34.0,-45.33,-1.51,37.14,-117.14
2026-02-05,12:31:00,6837.32,1 Feb 5 6765 P STO 1.60 | 1 Feb 5 6665 P BTO 0.15,145,6803.46,2026-02-05,13:52:00,308,Stop Loss,-167.56,-115.55862068965516,1,999571.68,9855,SPX,EMA-V: puts,2.28,2.28,10.667,27.0,-45.33,-0.07,37.93,-110.34
2026-02-05,12:04:00,6822.94,1 Feb 5 6750 P STO 1.80 | 1 Feb 5 6650 P BTO 0.10,170,6798.4,2026-02-05,16:00:00,0,Expired,167.72,98.65882352941176,1,998723.92,9830,SPX,EMA-V: puts,2.28,0.0,18.0,1.0,-45.33,-14.45,100.0,-32.35
2026-02-05,11:55:00,6832.32,1 Feb 5 6755 P STO 1.75 | 1 Feb 5 6655 P BTO 0.10,165,6798.4,2026-02-05,16:00:00,0,Expired,162.72,98.6181818181818,1,999059.36,9835,SPX,EMA-V: puts,2.28,0.0,17.5,1.0,-45.33,-5.07,100.0,-66.67
2026-02-05,11:37:00,6823.24,1 Feb 5 6740 P STO 1.85 | 1 Feb 5 6640 P BTO 0.10,175,6798.4,2026-02-05,16:00:00,0,Expired,172.72,98.69714285714286,1,998896.64,9825,SPX,EMA-V: puts,2.28,0.0,18.5,1.0,-45.33,-14.15,100.0,-25.71
2026-02-05,11:10:00,6782.04,1 Feb 5 6870 C STO 1.75 | 1 Feb 5 6970 C BTO 0.10,165,6803.8,2026-02-05,11:21:00,345,Stop Loss,-184.56,-111.85454545454544,1,1000495.48,9835,SPX,EMA-V:  calls,2.28,2.28,17.5,29.0,-45.33,-55.35,6.06,-103.03
2026-02-05,11:01:00,6795.75,1 Feb 5 6880 C STO 1.85 | 1 Feb 5 6980 C BTO 0.10,175,6832.32,2026-02-05,11:55:00,365,Stop Loss,-194.56,-111.17714285714288,1,1000300.92,9825,SPX,EMA-V:  calls,2.28,2.28,18.5,33.5,-45.33,-41.64,40.0,-102.86
2026-02-05,10:52:00,6794.63,1 Feb 5 6885 C STO 1.70 | 1 Feb 5 6985 C BTO 0.10,160,6847.12,2026-02-05,12:47:00,335,Stop Loss,-179.56,-112.225,1,1000121.36,9840,SPX,EMA-V:  calls,2.28,2.28,17.0,68.0,-45.33,-42.76,46.88,-109.38
2026-02-05,10:43:00,6803.13,1 Feb 5 6890 C STO 1.75 | 1 Feb 5 6990 C BTO 0.10,165,6798.4,2026-02-05,16:00:00,0,Expired,162.72,98.6181818181818,1,999374.8,9835,SPX,EMA-V:  calls,2.28,0.0,17.5,1.0,-45.33,-34.26,100.0,-57.58
2026-02-05,10:34:00,6784.0,1 Feb 5 6885 C STO 1.75 | 1 Feb 5 6985 C BTO 0.10,165,6847.12,2026-02-05,12:47:00,345,Stop Loss,-184.56,-111.85454545454544,1,999936.8,9835,SPX,EMA-V:  calls,2.28,2.28,17.5,68.0,-45.33,-53.39,48.48,-103.03
2026-02-05,10:25:00,6793.44,1 Feb 5 6895 C STO 1.85 | 1 Feb 5 6995 C BTO 0.10,175,6798.4,2026-02-05,16:00:00,0,Expired,172.72,98.69714285714286,1,999690.24,9825,SPX,EMA-V:  calls,2.28,0.0,18.5,1.0,-45.33,-43.95,100.0,-14.29
2026-02-05,10:16:00,6791.94,1 Feb 5 6900 C STO 1.75 | 1 Feb 5 7000 C BTO 0.10,165,6798.4,2026-02-05,16:00:00,0,Expired,162.72,98.6181818181818,1,999852.96,9835,SPX,EMA-V:  calls,2.28,0.0,17.5,1.0,-45.33,-45.45,100.0,-21.21
2026-02-05,10:07:00,6807.53,1 Feb 5 6910 C STO 1.85 | 1 Feb 5 7010 C BTO 0.10,175,6798.4,2026-02-05,16:00:00,0,Expired,172.72,98.69714285714286,1,1000025.68,9825,SPX,EMA-V:  calls,2.28,0.0,18.5,1.0,-45.33,-29.86,100.0,-11.43
2026-02-04,15:49:00,6903.07,1 Feb 4 6895 P STO 1.20 | 1 Feb 4 6795 P BTO 0.05,115,6897.68,2026-02-04,15:51:00,248,Stop Loss,-137.56,-119.61739130434783,1,999510.68,9885,SPX,EMA-V: puts,2.28,2.28,24.0,51.0,6.69,-21.43,13.04,-139.13
2026-02-04,15:40:00,6903.98,1 Feb 4 6890 P STO 1.30 | 1 Feb 4 6790 P BTO 0.05,125,6892.18,2026-02-04,15:54:00,268,Stop Loss,-147.56,-118.048,1,999363.12,9875,SPX,EMA-V: puts,2.28,2.28,26.0,49.0,6.69,-20.52,64.0,-120.0
2026-02-04,15:31:00,6897.01,1 Feb 4 6885 P STO 2.10 | 1 Feb 4 6785 P BTO 0.05,205,6880.87,2026-02-04,15:57:00,428,Stop Loss,-227.56,-111.0048780487805,1,999135.56,9795,SPX,EMA-V: puts,2.28,2.28,42.0,88.0,6.69,-27.49,92.68,-231.71
2026-02-04,15:22:00,6896.86,1 Feb 4 6880 P STO 2.00 | 1 Feb 4 6780 P BTO 0.05,195,6882.72,2026-02-04,16:00:00,0,Expired,192.72,98.83076923076923,1,999328.28,9805,SPX,EMA-V: puts,2.28,0.0,40.0,2.0,6.69,-27.64,100.0,0.0
2026-02-04,15:04:00,6901.34,1 Feb 4 6875 P STO 1.55 | 1 Feb 4 6775 P BTO 0.05,150,6891.63,2026-02-04,15:13:00,318,Stop Loss,-172.56,-115.04,1,999648.24,9850,SPX,EMA-V: puts,2.28,2.28,31.0,54.0,6.69,-23.16,16.67,-116.67
2026-02-04,14:55:00,6899.75,1 Feb 4 6870 P STO 1.70 | 1 Feb 4 6770 P BTO 0.05,165,6882.72,2026-02-04,16:00:00,0,Expired,162.72,98.6181818181818,1,999491.0,9835,SPX,EMA-V: puts,2.28,0.0,34.0,1.0,6.69,-24.75,100.0,-9.09
2026-02-04,13:25:00,6856.38,1 Feb 4 6900 C STO 1.80 | 1 Feb 4 7000 C BTO 0.10,170,6876.52,2026-02-04,13:58:00,355,Stop Loss,-189.56,-111.5058823529412,1,1000753.6,9830,SPX,EMA-V:  calls,2.28,2.28,18.0,70.0,6.69,-68.12,32.35,-102.94
2026-02-04,13:16:00,6849.71,1 Feb 4 6900 C STO 1.65 | 1 Feb 4 7000 C BTO 0.10,155,6868.38,2026-02-04,13:28:00,325,Stop Loss,-174.56,-112.61935483870968,1,1000943.16,9845,SPX,EMA-V:  calls,2.28,2.28,16.5,61.0,6.69,-74.79,16.13,-116.13
2026-02-04,13:07:00,6859.37,1 Feb 4 6905 C STO 1.90 | 1 Feb 4 7005 C BTO 0.10,180,6891.53,2026-02-04,14:44:00,375,Stop Loss,-199.56,-110.86666666666667,1,1000374.48,9820,SPX,EMA-V:  calls,2.28,2.28,19.0,79.0,6.69,-65.13,55.56,-127.78
2026-02-04,12:58:00,6857.4,1 Feb 4 6905 C STO 1.95 | 1 Feb 4 7005 C BTO 0.10,185,6891.53,2026-02-04,14:44:00,385,Stop Loss,-204.56,-110.57297297297298,1,1000169.92,9815,SPX,EMA-V:  calls,2.28,2.28,19.5,79.0,6.69,-67.1,56.76,-121.62
2026-02-04,12:49:00,6844.02,1 Feb 4 6905 C STO 1.70 | 1 Feb 4 7005 C BTO 0.10,160,6888.94,2026-02-04,14:43:00,335,Stop Loss,-179.56,-112.225,1,1000574.04,9840,SPX,EMA-V:  calls,2.28,2.28,17.0,61.0,6.69,-80.48,50.0,-118.75
2026-02-04,12:40:00,6845.56,1 Feb 4 6910 C STO 1.65 | 1 Feb 4 7010 C BTO 0.05,160,6896.58,2026-02-04,14:47:00,335,Stop Loss,-179.56,-112.225,1,999990.36,9840,SPX,EMA-V:  calls,2.28,2.28,33.0,76.0,6.69,-78.94,65.62,-181.25
2026-02-04,12:31:00,6855.63,1 Feb 4 6915 C STO 1.55 | 1 Feb 4 7015 C BTO 0.05,150,6896.58,2026-02-04,14:47:00,315,Stop Loss,-169.56,-113.04,1,999820.8,9850,SPX,EMA-V:  calls,2.28,2.28,31.0,52.0,6.69,-68.87,73.33,-106.67
2026-02-04,12:22:00,6880.72,1 Feb 4 6925 C STO 1.95 | 1 Feb 4 7025 C BTO 0.05,190,6882.72,2026-02-04,16:00:00,0,Expired,187.72,98.8,1,999678.72,9810,SPX,EMA-V:  calls,2.28,0.0,39.0,1.0,6.69,-43.78,100.0,-31.58
2026-02-04,12:13:00,6885.04,1 Feb 4 6930 C STO 1.80 | 1 Feb 4 7030 C BTO 0.05,175,6882.72,2026-02-04,16:00:00,0,Expired,172.72,98.69714285714286,1,999851.44,9825,SPX,EMA-V:  calls,2.28,0.0,36.0,1.0,6.69,-39.46,100.0,-14.29
2026-02-04,12:04:00,6889.13,1 Feb 4 6935 C STO 1.75 | 1 Feb 4 7035 C BTO 0.05,170,6882.72,2026-02-04,16:00:00,0,Expired,167.72,98.65882352941176,1,1000019.16,9830,SPX,EMA-V:  calls,2.28,0.0,35.0,1.0,6.69,-35.37,100.0,0.0
2026-02-04,11:55:00,6875.21,1 Feb 4 6930 C STO 1.80 | 1 Feb 4 7030 C BTO 0.05,175,6882.72,2026-02-04,16:00:00,0,Expired,172.72,98.69714285714286,1,1000191.88,9825,SPX,EMA-V:  calls,2.28,0.0,36.0,1.0,6.69,-49.29,100.0,-31.43
2026-02-04,11:46:00,6874.18,1 Feb 4 6930 C STO 1.85 | 1 Feb 4 7030 C BTO 0.05,180,6882.72,2026-02-04,16:00:00,0,Expired,177.72,98.73333333333332,1,1000369.6,9820,SPX,EMA-V:  calls,2.28,0.0,37.0,1.0,6.69,-50.32,100.0,-27.78
2026-02-04,11:37:00,6891.93,1 Feb 4 6945 C STO 1.60 | 1 Feb 4 7045 C BTO 0.05,155,6882.72,2026-02-04,16:00:00,0,Expired,152.72,98.52903225806452,1,1000522.32,9845,SPX,EMA-V:  calls,2.28,0.0,32.0,1.0,6.69,-32.57,100.0,0.0
2026-02-04,11:19:00,6892.98,1 Feb 4 6950 C STO 1.65 | 1 Feb 4 7050 C BTO 0.05,160,6882.72,2026-02-04,16:00:00,0,Expired,157.72,98.575,1,1000680.04,9840,SPX,EMA-V:  calls,2.28,0.0,33.0,1.0,6.69,-31.52,100.0,-46.88
2026-02-04,11:10:00,6889.25,1 Feb 4 6945 C STO 1.95 | 1 Feb 4 7045 C BTO 0.05,190,6902.08,2026-02-04,11:14:00,395,Stop Loss,-209.56,-110.29473684210528,1,1001117.72,9810,SPX,EMA-V:  calls,2.28,2.28,39.0,62.0,6.69,-35.25,0.0,-100.0
2026-02-04,10:07:00,6896.81,1 Feb 4 6960 C STO 1.80 | 1 Feb 4 7060 C BTO 0.05,175,6909.07,2026-02-04,10:11:00,365,Stop Loss,-194.56,-111.17714285714288,1,1001327.28,9825,SPX,EMA-V:  calls,2.28,2.28,36.0,58.0,6.69,-27.69,0.0,-100.0
2026-02-03,14:55:00,6881.72,1 Feb 3 6905 C STO 2.00 | 1 Feb 3 7005 C BTO 0.05,195,6890.48,2026-02-03,14:59:00,405,Stop Loss,-214.56,-110.03076923076922,1,998628.4,9805,SPX,EMA-V:  calls,2.28,2.28,40.0,75.0,9.01,-103.73,0.0,-100.0
2026-02-03,14:19:00,6888.77,1 Feb 3 6920 C STO 1.75 | 1 Feb 3 7020 C BTO 0.10,165,6913.54,2026-02-03,15:39:00,345,Stop Loss,-184.56,-111.85454545454544,1,998064.72,9835,SPX,EMA-V:  calls,2.28,2.28,17.5,65.0,9.01,-96.68,69.7,-100.0
2026-02-03,14:10:00,6863.82,1 Feb 3 6905 C STO 1.60 | 1 Feb 3 7005 C BTO 0.10,150,6878.83,2026-02-03,14:13:00,315,Stop Loss,-169.56,-113.04,1,999222.08,9850,SPX,EMA-V:  calls,2.28,2.28,16.0,33.5,9.01,-121.63,0.0,-116.67
2026-02-03,14:01:00,6872.28,1 Feb 3 6905 C STO 1.95 | 1 Feb 3 7005 C BTO 0.10,185,6881.73,2026-02-03,14:14:00,385,Stop Loss,-204.56,-110.57297297297298,1,999017.52,9815,SPX,EMA-V:  calls,2.28,2.28,19.5,36.5,9.01,-113.17,32.43,-108.11
2026-02-03,13:52:00,6877.43,1 Feb 3 6915 C STO 1.65 | 1 Feb 3 7015 C BTO 0.10,155,6892.93,2026-02-03,14:22:00,325,Stop Loss,-174.56,-112.61935483870968,1,998842.96,9845,SPX,EMA-V:  calls,2.28,2.28,16.5,33.5,9.01,-108.02,54.84,-129.03
2026-02-03,13:43:00,6878.93,1 Feb 3 6915 C STO 1.90 | 1 Feb 3 7015 C BTO 0.10,180,6906.36,2026-02-03,15:33:00,375,Stop Loss,-199.56,-110.86666666666667,1,998428.84,9820,SPX,EMA-V:  calls,2.28,2.28,19.0,69.0,9.01,-106.52,61.11,-127.78
2026-02-03,13:34:00,6881.45,1 Feb 3 6920 C STO 1.75 | 1 Feb 3 7020 C BTO 0.15,160,6913.54,2026-02-03,15:39:00,335,Stop Loss,-179.56,-112.225,1,998249.28,9840,SPX,EMA-V:  calls,2.28,2.28,11.667,65.0,9.01,-104.0,68.75,-106.25
2026-02-03,13:25:00,6888.68,1 Feb 3 6930 C STO 1.60 | 1 Feb 3 7030 C BTO 0.10,150,6917.81,2026-02-03,16:00:00,0,Expired,147.72,98.48,1,1001521.84,9850,SPX,EMA-V:  calls,2.28,0.0,16.0,1.0,9.01,-96.77,100.0,0.0
2026-02-03,13:16:00,6891.33,1 Feb 3 6935 C STO 1.60 | 1 Feb 3 7035 C BTO 0.10,150,6917.81,2026-02-03,16:00:00,0,Expired,147.72,98.48,1,1000880.96,9850,SPX,EMA-V:  calls,2.28,0.0,16.0,1.0,9.01,-94.12,100.0,0.0
2026-02-03,13:07:00,6899.86,1 Feb 3 6940 C STO 1.60 | 1 Feb 3 7040 C BTO 0.10,150,6917.81,2026-02-03,16:00:00,0,Expired,147.72,98.48,1,1001028.68,9850,SPX,EMA-V:  calls,2.28,0.0,16.0,1.0,9.01,-85.59,100.0,-43.33
2026-02-03,12:58:00,6899.72,1 Feb 3 6940 C STO 1.85 | 1 Feb 3 7040 C BTO 0.10,175,6917.81,2026-02-03,16:00:00,0,Expired,172.72,98.69714285714286,1,1001201.4,9825,SPX,EMA-V:  calls,2.28,0.0,18.5,1.0,9.01,-85.73,100.0,-22.86
2026-02-03,12:49:00,6903.71,1 Feb 3 6945 C STO 1.85 | 1 Feb 3 7045 C BTO 0.10,175,6917.81,2026-02-03,16:00:00,0,Expired,172.72,98.69714285714286,1,1001374.12,9825,SPX,EMA-V:  calls,2.28,0.0,18.5,1.0,9.01,-81.74,100.0,-5.71
2026-02-03,12:40:00,6902.47,1 Feb 3 6945 C STO 1.90 | 1 Feb 3 7045 C BTO 0.10,180,6917.81,2026-02-03,16:00:00,0,Expired,177.72,98.73333333333332,1,1000067.36,9820,SPX,EMA-V:  calls,2.28,0.0,19.0,1.0,9.01,-82.98,100.0,-2.78
2026-02-03,12:31:00,6906.78,1 Feb 3 6950 C STO 1.60 | 1 Feb 3 7050 C BTO 0.10,150,6917.81,2026-02-03,16:00:00,0,Expired,147.72,98.48,1,1000215.08,9850,SPX,EMA-V:  calls,2.28,0.0,16.0,1.0,9.01,-78.67,100.0,-13.33
2026-02-03,12:22:00,6919.02,1 Feb 3 6955 C STO 2.05 | 1 Feb 3 7055 C BTO 0.10,195,6917.81,2026-02-03,16:00:00,0,Expired,192.72,98.83076923076923,1,1000407.8,9805,SPX,EMA-V:  calls,2.28,0.0,20.5,1.0,9.01,-66.43,100.0,-10.26
2026-02-03,12:13:00,6909.5,1 Feb 3 6960 C STO 1.65 | 1 Feb 3 7060 C BTO 0.10,155,6917.81,2026-02-03,16:00:00,0,Expired,152.72,98.52903225806452,1,1000560.52,9845,SPX,EMA-V:  calls,2.28,0.0,16.5,1.0,9.01,-75.95,100.0,-3.23
2026-02-03,12:04:00,6926.13,1 Feb 3 6960 C STO 1.85 | 1 Feb 3 7060 C BTO 0.10,175,6917.81,2026-02-03,16:00:00,0,Expired,172.72,98.69714285714286,1,1000733.24,9825,SPX,EMA-V:  calls,2.28,0.0,18.5,1.0,9.01,-59.32,100.0,0.0
2026-02-03,11:55:00,6929.5,1 Feb 3 6965 C STO 1.65 | 1 Feb 3 7065 C BTO 0.10,155,6917.81,2026-02-03,16:00:00,0,Expired,152.72,98.52903225806452,1,998217.44,9845,SPX,EMA-V:  calls,2.28,0.0,16.5,1.0,9.01,-55.95,100.0,-6.45
2026-02-03,11:46:00,6932.29,1 Feb 3 6965 C STO 1.90 | 1 Feb 3 7065 C BTO 0.05,185,6917.81,2026-02-03,16:00:00,0,Expired,182.72,98.76756756756755,1,998400.16,9815,SPX,EMA-V:  calls,2.28,0.0,38.0,1.0,9.01,-53.16,100.0,-21.62
2026-02-03,11:37:00,6933.25,1 Feb 3 6970 C STO 1.55 | 1 Feb 3 7070 C BTO 0.10,145,6917.81,2026-02-03,16:00:00,0,Expired,142.72,98.42758620689656,1,998542.88,9855,SPX,EMA-V:  calls,2.28,0.0,15.5,1.0,9.01,-52.2,100.0,-6.9
2026-02-03,11:28:00,6935.72,1 Feb 3 6970 C STO 1.95 | 1 Feb 3 7070 C BTO 0.10,185,6917.81,2026-02-03,16:00:00,0,Expired,182.72,98.76756756756755,1,998725.6,9815,SPX,EMA-V:  calls,2.28,0.0,19.5,1.0,9.01,-49.73,100.0,0.0
2026-02-03,11:19:00,6940.8,1 Feb 3 6975 C STO 1.90 | 1 Feb 3 7075 C BTO 0.10,180,6917.81,2026-02-03,16:00:00,0,Expired,177.72,98.73333333333332,1,998903.32,9820,SPX,EMA-V:  calls,2.28,0.0,19.0,1.0,9.01,-44.65,100.0,0.0
2026-02-03,10:43:00,6940.07,1 Feb 3 6980 C STO 1.90 | 1 Feb 3 7080 C BTO 0.10,180,6917.81,2026-02-03,16:00:00,0,Expired,177.72,98.73333333333332,1,999081.04,9820,SPX,EMA-V:  calls,2.28,0.0,19.0,1.0,9.01,-45.38,100.0,-69.44
2026-02-03,10:34:00,6941.85,1 Feb 3 6985 C STO 1.70 | 1 Feb 3 7085 C BTO 0.10,160,6917.81,2026-02-03,16:00:00,0,Expired,157.72,98.575,1,999238.76,9840,SPX,EMA-V:  calls,2.28,0.0,17.0,1.0,9.01,-43.6,100.0,-37.5
2026-02-03,10:25:00,6931.42,1 Feb 3 6980 C STO 1.80 | 1 Feb 3 7080 C BTO 0.10,170,6917.81,2026-02-03,16:00:00,0,Expired,167.72,98.65882352941176,1,999406.48,9830,SPX,EMA-V:  calls,2.28,0.0,18.0,1.0,9.01,-54.03,100.0,-79.41
2026-02-03,10:16:00,6942.21,1 Feb 3 6985 C STO 1.85 | 1 Feb 3 7085 C BTO 0.10,175,6917.81,2026-02-03,16:00:00,0,Expired,172.72,98.69714285714286,1,999579.2,9825,SPX,EMA-V:  calls,2.28,0.0,18.5,1.0,9.01,-43.24,100.0,-28.57
2026-02-03,10:07:00,6948.05,1 Feb 3 6990 C STO 1.85 | 1 Feb 3 7090 C BTO 0.10,175,6917.81,2026-02-03,16:00:00,0,Expired,172.72,98.69714285714286,1,999751.92,9825,SPX,EMA-V:  calls,2.28,0.0,18.5,1.0,9.01,-37.4,100.0,0.0
2026-02-03,09:58:00,6960.26,1 Feb 3 7000 C STO 1.45 | 1 Feb 3 7100 C BTO 0.05,140,6917.81,2026-02-03,16:00:00,0,Expired,137.72,98.37142857142857,1,999889.64,9860,SPX,EMA-V:  calls,2.28,0.0,29.0,1.0,9.01,-25.19,100.0,0.0
2026-02-02,14:28:00,6989.56,1 Feb 2 6985 P STO 2.10 | 1 Feb 2 6885 P BTO 0.20,190,6986.12,2026-02-02,14:37:00,398,Stop Loss,-212.56,-111.87368421052632,1,999339.76,9810,SPX,EMA-V: puts,2.28,2.28,10.5,23.667,-22.39,72.92,5.26,-115.79
2026-02-02,14:19:00,6990.4,1 Feb 2 6980 P STO 1.35 | 1 Feb 2 6880 P BTO 0.20,115,6986.12,2026-02-02,14:37:00,248,Stop Loss,-137.56,-119.61739130434783,1,999552.32,9885,SPX,EMA-V: puts,2.28,2.28,6.75,14.0,-22.39,73.76,17.39,-113.04
2026-02-02,14:10:00,6989.9,1 Feb 2 6980 P STO 1.55 | 1 Feb 2 6880 P BTO 0.20,135,6976.62,2026-02-02,15:00:00,288,Stop Loss,-157.56,-116.71111111111112,1,998634.52,9865,SPX,EMA-V: puts,2.28,2.28,7.75,32.0,-22.39,73.26,29.63,-433.33
2026-02-02,14:01:00,6987.76,1 Feb 2 6980 P STO 2.10 | 1 Feb 2 6880 P BTO 0.20,190,6976.62,2026-02-02,15:00:00,398,Stop Loss,-212.56,-111.87368421052632,1,999127.2,9810,SPX,EMA-V: puts,2.28,2.28,10.5,32.0,-22.39,71.12,50.0,-278.95
2026-02-02,13:52:00,6987.94,1 Feb 2 6975 P STO 1.55 | 1 Feb 2 6875 P BTO 0.20,135,6976.62,2026-02-02,15:00:00,288,Stop Loss,-157.56,-116.71111111111112,1,998969.64,9865,SPX,EMA-V: puts,2.28,2.28,7.75,22.0,-22.39,71.3,55.56,-274.07
2026-02-02,13:16:00,6985.19,1 Feb 2 6970 P STO 1.80 | 1 Feb 2 6870 P BTO 0.25,155,6976.62,2026-02-02,15:00:00,328,Stop Loss,-177.56,-114.55483870967744,1,998792.08,9845,SPX,EMA-V: puts,2.28,2.28,7.2,15.5,-22.39,68.55,74.19,-122.58
2026-02-02,13:07:00,6988.74,1 Feb 2 6970 P STO 1.60 | 1 Feb 2 6870 P BTO 0.25,135,6980.23,2026-02-02,13:23:00,288,Stop Loss,-157.56,-116.71111111111112,1,999689.88,9865,SPX,EMA-V: puts,2.28,2.28,6.4,12.2,-22.39,72.1,7.41,-122.22
2026-02-02,12:58:00,6989.88,1 Feb 2 6970 P STO 1.50 | 1 Feb 2 6870 P BTO 0.20,130,6980.23,2026-02-02,13:23:00,278,Stop Loss,-152.56,-117.35384615384616,1,999847.44,9870,SPX,EMA-V: puts,2.28,2.28,7.5,12.2,-22.39,73.24,3.85,-130.77
2026-02-02,12:49:00,6986.24,1 Feb 2 6965 P STO 1.65 | 1 Feb 2 6865 P BTO 0.25,140,6981.89,2026-02-02,15:01:00,298,Stop Loss,-162.56,-116.11428571428571,1,997776.72,9860,SPX,EMA-V: puts,2.28,2.28,6.6,15.5,-22.39,69.6,78.57,-278.57
2026-02-02,12:40:00,6986.44,1 Feb 2 6965 P STO 1.60 | 1 Feb 2 6865 P BTO 0.25,135,6981.89,2026-02-02,15:01:00,288,Stop Loss,-157.56,-116.71111111111112,1,997939.28,9865,SPX,EMA-V: puts,2.28,2.28,6.4,15.5,-22.39,69.8,77.78,-292.59
2026-02-02,12:31:00,6985.0,1 Feb 2 6965 P STO 1.95 | 1 Feb 2 6865 P BTO 0.30,165,6981.89,2026-02-02,15:01:00,348,Stop Loss,-187.56,-113.67272727272729,1,998096.84,9835,SPX,EMA-V: puts,2.28,2.28,6.5,15.5,-22.39,68.36,81.82,-221.21
2026-02-02,12:22:00,6983.36,1 Feb 2 6960 P STO 1.80 | 1 Feb 2 6860 P BTO 0.30,150,6981.89,2026-02-02,15:01:00,318,Stop Loss,-172.56,-115.04,1,998284.4,9850,SPX,EMA-V: puts,2.28,2.28,6.0,10.5,-22.39,66.72,83.33,-116.67
